ISS,Funding, Requirement,Funding, Requirement,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements,Funding,Requirements
700,0,0,0,0,0,0,454,454,1058,936,1012,895,1017,977,873,923,905,951,452,0,458,0,465,0,474,0
700,0,0,3754,2099,3839,2153,1631,1631,1545,3090,1597,3194,3796,3308,2442,3071,2473,3014,771,0,771,0,772,0,833,0
700,0,0,51117,200956,4143,31278,0,7217,7203,14586,4204,6880,3,7080,3,7303,303,7426,0,0,0,0,0,0,0,0
700,0,0,58335,47988,59166,50104,58312,58398,112663,137480,123778,144408,82203,116517,102118,114815,109890,123858,58889,0,49721,0,53261,0,54385,0
700,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,935,1639,367,1645,1429,1429,1381,2762,1418,2836,3099,2688,2780,2780,2574,2810,988,0,966,0,941,0,1070,0
700,0,0,6033,1867,8688,1902,251,251,296,592,313,626,14491,654,2662,2876,3030,3030,2688,0,2730,0,2780,0,2838,0
700,0,0,0,521,0,358,211,211,159,318,114,114,69,69,70,70,71,71,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180775,9,192535,0,202867,0,198342,0,202636,0
700,0,0,0,0,0,0,81006,86403,62466,138396,49830,106882,52726,168470,128393,258056,48683,288480,0,0,0,0,0,0,0,0
700,1915,1942,1845,2152,32,2340,2283,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,12331,12756,3682,12578,10171,10171,10322,20644,10655,21324,10982,21984,15728,21784,17486,18809,6658,0,6657,0,6658,0,7571,0
700,0,0,9000,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,5653,0,47194,0,111034,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,6989,0,8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0
700,0,0,543,494,696,494,438,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,216558,0,362038,0,32938,152902,97738,320494,124238,305881,91849,325599,256648,336114,200033,296120,133620,0,135628,0,138217,0,141714,0
701,0,0,0,0,0,0,8347,8347,13632,17412,15021,17364,13063,17395,13311,15195,12411,13464,4581,0,4663,0,4753,0,4851,0
701,0,0,97851,87615,113857,138209,121466,131466,201868,261680,208069,265740,162459,231080,201843,230705,207094,234627,116470,0,118450,0,120464,0,122512,0
701,0,0,596,754,518,777,287,321,1634,1434,743,1486,756,876,841,891,782,782,0,0,0,0,0,0,0,0
701,0,0,17276,17445,21853,17904,15560,16960,46248,25810,13914,54257,11506,55522,26478,43643,35116,42886,23358,0,23360,0,23370,0,22925,0
701,0,0,735,0,0,0,0,0,769,0,401,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,3504,13,13,634,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,1808,0,1854,1347,1629,4453,3344,3900,3438,1698,3536,2549,3280,2580,3325,824,0,824,0,825,0,891,0
701,0,0,16452,172872,5290,9012,354,709,362,1450,372,372,378,940,0,391,0,398,0,0,0,0,0,0,0,0
701,0,0,46098,47967,68348,51183,44796,44796,68600,92988,69733,95098,70554,93097,84453,91593,80740,84594,44741,0,50665,0,46274,0,47061,0
701,0,0,0,0,0,0,0,0,5164,0,1059,1541,0,2907,901,1365,1107,1345,1147,0,1147,0,1148,0,1217,0
701,0,0,0,0,756,0,0,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,5105,1455,5811,1485,1106,1240,1065,2186,1042,2296,1110,2410,3222,3312,3345,3444,2135,0,2157,0,2207,0,2253,0
701,0,0,41133,39659,38282,40848,31591,35475,35012,70024,35305,35305,32636,32636,32681,32681,33261,33261,0,0,0,0,0,0,0,0
701,0,0,0,104,0,94,0,0,0,0,0,0,0,0,4800,4800,4560,4729,4727,0,4728,0,4730,0,4582,0
701,0,0,3102,3108,3041,3151,2325,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,211,116,220,195,195,393,294,232,300,152,152,246,155,157,157,0,0,0,0,0,0,0,0
701,0,0,22,33,7,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0,2460,3494,0,3594,4274,4413,3493,3857,3907,0,3897,0,3913,0,3929,0
701,0,0,1779,1813,386,1854,1380,1556,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115,6,-117,6,0,0,0,0,0,0,0,0
702,251,0,0,0,0,0,0,0,0,0,0,0,0,0,-445,24,-847,45,0,0,0,0,0,0,0,0
702,0,2541,0,0,0,0,0,0,0,0,0,0,0,0,-238,10,-363,18,0,0,0,0,0,0,0,0
702,0,0,2848,1098,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,10640,14356,9719,14463,10604,11643,15389,23752,15908,24466,8969,18877,10337,16390,11794,18202,4944,0,5018,0,5093,0,5169,0
702,0,0,318,253,268,251,244,249,622,848,596,862,604,876,446,446,453,453,0,0,0,0,0,0,0,0
702,0,0,8210,5977,6569,5972,6014,6039,0,824,0,240,0,62,0,6693,0,6693,0,0,0,0,0,0,0,0
702,0,0,4956,7633,416,2953,1084,1084,1964,2474,1884,10525,2255,2062,143,372,418,418,425,0,432,0,440,0,447,0
702,6907,6197,222,0,2094,0,7551,7551,18922,18318,15620,16306,16125,18036,15870,17599,17184,18679,8738,0,8879,0,9035,0,9220,0
702,0,0,45482,60903,47461,63085,28936,39510,62899,83782,34045,75379,59961,59138,35941,60841,39605,65731,22333,0,22408,0,22492,0,22622,0
702,0,0,4501,6999,5837,6706,5374,5379,7559,9876,8179,10022,7070,10198,5904,7578,6138,8837,3176,0,3287,0,3346,0,3372,0
702,0,0,158,291,93,317,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,706,656,1205,707,335,338,340,340,349,349,0,0,0,0,0,0,0,0
702,231,214,183,210,235,249,0,217,0,446,0,231,0,230,0,234,0,238,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,231,235,446,470,234,238,236,240,236,243,239,250,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0,309,446,279,452,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,377,431,0,494,343,489,2110,1014,779,943,958,1032,785,836,849,862,498,0,506,0,506,0,515,0
702,3699,3744,3780,3852,3901,4592,4690,4965,8074,9450,7813,9019,7476,9302,7805,9138,8315,8315,3639,0,3739,0,3800,0,3879,0
702,0,0,0,0,0,0,0,0,0,0,420,4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5362,174,-10567,344,0,0,0,0,0,0,0,0
703,0,0,40283,1504,23999,411861,104528,132389,152023,304046,730007,316295,687519,250181,221776,223859,280738,296126,135352,0,135395,0,137435,0,141162,0
703,0,0,6377,3333,4194,3690,3494,3494,3496,6992,3528,7152,8856,7986,6054,7976,5936,7399,2236,0,2218,0,2217,0,2955,0
703,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,833,111535,4189,12240,198,198,202,404,205,205,207,207,207,207,210,210,0,0,0,0,0,0,0,0
703,0,0,1149,0,0,0,0,0,0,0,0,0,156,260,208,264,2207,3024,3019,0,2232,0,2701,0,2819,0
703,0,0,0,0,0,974,938,938,938,1876,2898,1918,958,1953,2271,2268,2370,2420,1454,0,1478,0,1504,0,1535,0
703,0,0,504,0,1859,1240,2472,2472,22592,19544,19242,19661,9823,19745,18221,19849,18143,19826,6351,0,6078,0,5630,0,5740,0
703,0,0,0,0,0,0,0,0,0,0,0,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,177,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2612,135,-4947,259,0,0,0,0,0,0,0,0
800,37,37,20,20,20,23,25,25,28,56,58,58,65,130,65,131,73,269,48,0,53,0,54,0,55,0
800,15,15,12,12,14,14,15,15,32,34,34,34,31,36,30,36,18,19,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,15,0,16,0,16,0,16,0
800,0,0,21703,0,0,0,0,0,63032,12926,55659,14024,31226,10502,8658,9555,9633,9633,3132,0,3148,0,3238,0,3238,0
800,19,19,19,15,17,17,19,19,33,42,44,42,37,34,35,35,35,36,13,0,13,0,16,0,16,0
800,182,163,113,116,0,0,0,0,0,0,0,0,0,0,0,172,0,176,0,0,0,0,0,0,0,0
800,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,139349,0,39255,0,0,0,236167,231514,111580,231949,235521,255942,243869,258392,241134,263525,127548,0,127767,0,129898,0,132584,0
800,0,0,2581,0,0,0,0,0,7573,7810,8066,9365,7127,9603,8412,9051,9226,9678,5063,0,5115,0,5166,0,5225,0
800,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,110,85,85,85,97,106,107,199,236,169,240,194,223,194,226,211,238,89,0,93,0,95,0,97,0
800,352,348,503,269,801,306,335,338,819,744,878,767,705,775,663,789,734,979,355,0,378,0,386,0,394,0
800,906,917,1019,677,1214,762,840,847,1221,1876,1781,1934,1702,1989,1677,2024,1855,2294,899,0,957,0,976,0,996,0
800,120,130,101,101,0,115,125,126,138,678,142,688,234,493,296,498,301,505,155,0,141,0,144,0,147,0
800,0,0,0,0,39,0,0,0,199,272,224,278,130,141,132,143,134,146,0,0,0,0,0,0,0,0
800,315,340,182,227,161,248,251,271,818,592,783,598,828,995,497,949,548,963,256,0,273,0,278,0,284,0
800,0,0,163,0,175,0,0,0,0,346,0,177,0,180,0,183,0,186,0,0,0,0,0,0,0,0
800,3089,6670,2527,5145,1208,5244,997,5009,2739,11440,2361,11594,2765,11689,2765,11792,3051,11659,1474,0,1568,0,1600,0,1632,0
800,365,434,290,335,303,380,104,105,115,232,241,237,120,121,122,123,124,126,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,79,122,103,122,106,6,108,0,110,0,112,0,114,0
800,424,394,304,304,201,345,436,697,920,1536,890,1579,889,1770,928,1800,956,1299,420,0,448,0,455,0,460,0
800,0,0,0,0,0,0,0,0,0,0,0,0,12,133,93,100,102,102,104,0,106,0,108,0,110,0
800,0,0,0,0,0,0,0,0,134,258,140,264,132,133,134,135,136,138,0,0,0,0,0,0,0,0
800,942,944,730,729,573,829,861,866,1116,1916,1315,1960,1215,1455,1325,1475,1412,1431,406,0,415,0,423,0,432,0
800,105,0,25,0,0,0,86,86,118,176,93,179,156,207,156,210,173,183,83,0,89,0,91,0,93,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,17,0,10,136,3,139,0,163,13,133,16,201,17,0,17,0,17,0,17,0
800,0,0,0,0,18,0,50,50,51,102,55,105,72,93,91,95,88,88,34,0,35,0,37,0,40,0
800,0,0,64,0,50,98,45,97,50,198,46,204,36,130,49,129,49,115,22,0,22,0,22,0,22,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-227,9,-672,30,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-675,35,-1461,74,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-461,25,-1020,54,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,4,0,0,0,0,0,0,0,0
900,0,0,0,0,358,86,86,86,393,172,85,86,85,86,86,87,87,88,0,0,0,0,0,0,0,0
900,0,0,356,0,0,273,272,273,271,546,271,273,271,273,276,278,281,282,0,0,0,0,0,0,0,0
900,0,0,1908,5839,1813,2186,2655,2655,3423,4604,6626,10486,5984,16151,11015,14624,15313,16354,11055,0,12120,0,12682,0,11916,0
900,0,0,2178,0,2718,3982,4034,4034,8144,10144,8013,10302,8299,21374,13788,21311,19698,21393,14094,0,16215,0,16207,0,16542,0
900,0,0,51392,47401,83676,45282,52917,52917,147371,117822,152083,132946,55912,73633,74065,84695,81116,84482,21589,0,30281,0,31566,0,32162,0
900,0,0,35058,29221,7177,28126,27426,27426,27404,56044,27595,47265,121669,103308,78005,91000,86323,91638,62064,0,67330,0,68131,0,69721,0
900,0,0,305,942,569,570,591,597,1177,1130,1029,751,702,863,1291,1488,1330,1520,791,0,803,0,816,0,833,0
900,0,0,411,0,308,308,160,160,369,496,290,626,798,648,216,310,243,748,278,0,121,0,127,0,134,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076,2776,2776,2870,0,2986,0,3071,0,3150,0
900,1568,1600,1535,1586,0,1744,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,2124,2124,6250,3007,6922,4527,8946,8956,14106,17194,14080,17532,14493,17054,13819,15153,14952,15809,6894,0,8190,0,8339,0,8519,0
900,0,0,1111,1114,1200,1203,1181,1193,2911,2490,2384,2576,2674,2658,2132,6047,2350,4450,1126,0,2819,0,3004,0,3056,0
900,0,0,2768,2854,3500,2910,0,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,4423,4855,4381,4796,4523,4708,4321,9804,4297,9744,4265,9988,6900,8160,7280,8429,2859,0,2976,0,2977,0,3042,0
900,0,0,0,0,0,0,0,0,2906,0,2552,0,2373,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,1051,1080,1103,1098,1075,1076,1929,2156,1796,2405,1199,2325,1741,2328,1895,2363,1032,0,1271,0,1276,0,1305,0
900,4530,8582,11823,2437,14899,10224,11212,12332,30447,26596,30122,25073,28634,28491,22022,28349,23208,25364,11842,0,14295,0,14433,0,14693,0
102 & 105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,50,-1962,103,0,0,0,0,0,0,0,0
102 & 105,0,0,0,5485,0,4388,170,170,171,350,172,381,173,501,395,452,460,466,284,0,288,0,297,0,303,0
102 & 105,0,0,0,101,0,102,777,2110,0,1570,0,867,0,1392,0,1155,0,1193,0,0,0,0,0,0,0,0
102 & 105,0,0,0,1881,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102 & 105,0,0,35898,51768,12743,69099,41025,41824,39542,90942,40194,89354,93580,88313,85184,87901,83624,87250,39897,0,38880,0,38742,0,38826,0
102 & 105,0,0,1979,1997,952,4126,3377,4385,7420,7126,7710,7684,7378,7923,6018,7108,6308,7027,3093,0,3075,0,3227,0,3244,0
102 & 105,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0
102 & 105,0,0,299,1914,305,1973,187,187,191,382,195,390,199,557,459,573,206,206,0,0,0,0,0,0,0,0
102 & 105,0,0,470,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102 & 105,0,0,0,0,0,0,0,0,9,18,32,18,9,18,16,19,10,10,0,0,0,0,0,0,0,0
118 & 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1979,101,-3657,185,0,0,0,0,0,0,0,0
118 & 124,0,0,41,0,0,2131,0,0,0,0,0,0,0,0,0,0,1878,1878,617,0,630,0,643,0,656,0
118 & 124,0,0,2349,2539,2693,2942,2792,2792,5279,5416,5906,5917,6143,6159,6124,6325,6128,6128,3187,0,3239,0,3296,0,3363,0
118 & 124,0,0,3368,7350,3575,7433,5087,5422,8987,10838,8141,9950,6351,9922,8476,10158,9154,10263,4453,0,4573,0,4772,0,4849,0
118 & 124,0,0,0,0,30,0,66,66,81,134,80,129,83,121,106,133,90,90,17,0,18,0,19,0,20,0
118 & 124,0,0,0,134,0,137,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118 & 124,0,0,6703,6939,8902,8559,7559,7559,13069,15732,13321,15872,14001,16162,16040,16295,16700,16936,8314,0,8292,0,8492,0,8611,0
118 & 124,0,0,134329,54952,110074,76595,76406,76592,167514,154190,161694,151718,168785,155550,157944,163630,162822,166151,87041,0,85015,0,85116,0,88363,0
118 & 124,0,0,7856,3965,5274,4684,6696,6757,12635,13778,11839,13269,12662,13037,12978,12995,14040,14040,7188,0,7438,0,7498,0,7673,0
118 & 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3895,412,412,427,0,440,0,463,0,477,0
118 & 124,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118 & 124,0,0,0,0,0,0,0,0,396,0,335,2153,2052,2192,2496,2510,4228,4228,4179,0,4243,0,4324,0,4417,0
118 & 124,0,0,0,0,0,0,0,0,114,0,133,363,251,370,385,387,402,402,416,0,431,0,445,0,462,0
118 & 124,0,0,663,308,659,314,187,187,192,384,196,392,200,200,205,205,208,208,0,0,0,0,0,0,0,0
118 & 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
118 & 124,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,6636,6636,0,0,0,0,0,0,0,0
118 & 124,0,0,0,0,0,0,515,515,1022,1072,1009,1096,1047,1141,1127,1156,1190,1217,648,0,669,0,691,0,715,0
118 & 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,542,0,0,0,0,0,0,0,0
118 & 124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,4796,0,0,0,0,0,0,0,0
253 & 254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1060,54,-2368,123,0,0,0,0,0,0,0,0
253 & 254,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253 & 254,0,0,265,207,208,212,206,366,753,792,912,808,703,824,826,838,848,935,431,0,438,0,445,0,454,0
253 & 254,0,0,0,0,0,0,0,0,1029,0,951,0,345,0,732,732,667,747,761,0,775,0,791,0,803,0
253 & 254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,72,0,0,0,0,0,0,0,0
253 & 254,0,0,0,0,0,0,0,0,95,0,221,0,129,0,72,0,156,76,76,0,78,0,77,0,78,0
253 & 254,0,0,0,0,0,0,0,0,3832,0,3096,0,1400,0,5452,5452,4811,5561,5670,0,5779,0,5890,0,5985,0
253 & 254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,325,0,0,0,0,0,0,0,0
253 & 254,0,0,0,0,0,0,0,0,414,0,470,0,529,0,325,0,1101,351,338,0,343,0,341,0,347,0
253 & 254,0,0,0,0,10,0,25,25,46,52,33,48,33,50,51,52,52,52,22,0,22,0,22,0,22,0
253 & 254,0,0,283396,381810,267853,265724,240751,241103,545410,567364,335646,555432,419015,512444,475151,482724,477257,484349,225532,0,229599,0,229697,0,234373,0
253 & 254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,4882,4882,6557,0,8435,0,8656,0,8871,0
253 & 254,0,0,0,0,0,0,0,0,73,0,86,109,81,110,111,111,88,88,89,0,91,0,93,0,94,0
253 & 254,0,0,1994,4090,546,3782,3852,3852,3924,7848,4408,4408,4096,4096,4166,4166,4237,4237,0,0,0,0,0,0,0,0
253 & 254,0,0,0,10,0,0,0,0,232,0,436,613,301,623,523,523,500,500,508,0,516,0,517,0,527,0
253 & 254,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253 & 254,0,0,1003,692,868,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253 & 254,0,0,230,333,273,338,344,346,827,710,808,724,564,738,747,750,673,677,298,0,301,0,304,0,307,0
901 & 902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1062,69,-2019,129,0,0,0,0,0,0,0,0
901 & 902,0,356,60674,38387,75707,39043,37657,49237,83867,93918,76644,86216,79518,96099,92107,102948,91366,102776,51148,0,51536,0,52447,0,53555,0
901 & 902,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901 & 902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26174,26174,25167,26426,25636,26920,26092,27399
